Gen	Ram	Cpu	Peso	Robustez	Tiempo	
536	0.574219	1.0	-1.0	1.0	-1.0	
537	0.574219	1.0	-1.0	1.0	-1.0	
538	0.574219	1.0	-1.0	1.0	-1.0	
539	0.574219	1.0	-1.0	1.0	-1.0	
540	0.574219	1.0	-1.0	1.0	-1.0	
541	0.574219	1.0	-1.0	1.0	-1.0	
542	0.574219	1.0	-1.0	1.0	-1.0	
543	0.574219	1.0	-1.0	1.0	-1.0	
544	0.574219	1.0	-1.0	1.0	-1.0	
545	0.574219	1.0	-1.0	1.0	-1.0	
546	0.574219	1.0	-1.0	1.0	-1.0	
547	0.574219	1.0	-1.0	1.0	-1.0	
548	0.574219	1.0	-1.0	1.0	-1.0	
549	0.574219	1.0	-1.0	1.0	-1.0	
550	0.574219	1.0	-1.0	1.0	-1.0	
551	0.574219	1.0	-1.0	1.0	-1.0	
552	0.574219	1.0	-1.0	1.0	-1.0	
553	0.574219	1.0	-1.0	1.0	-1.0	
554	0.574219	1.0	-1.0	1.0	-1.0	
555	0.574219	1.0	-1.0	1.0	-1.0	
556	0.574219	1.0	-1.0	1.0	-1.0	
557	0.574219	1.0	-1.0	1.0	-1.0	
558	0.574219	1.0	-1.0	1.0	-1.0	
559	0.574219	1.0	-1.0	1.0	-1.0	
560	0.574219	1.0	-1.0	1.0	-1.0	
561	0.574219	1.0	-1.0	1.0	-1.0	
562	0.574219	1.0	-1.0	1.0	-1.0	
563	0.574219	1.0	-1.0	1.0	-1.0	
564	0.574219	1.0	-1.0	1.0	-1.0	
565	0.574219	1.0	-1.0	1.0	-1.0	
566	0.574219	1.0	-1.0	1.0	-1.0	
567	0.574219	1.0	-1.0	1.0	-1.0	
568	0.574219	1.0	-1.0	1.0	-1.0	
569	0.574219	1.0	-1.0	1.0	-1.0	
570	0.574219	1.0	-1.0	1.0	-1.0	
571	0.574219	1.0	-1.0	1.0	-1.0	
572	0.574219	1.0	-1.0	1.0	-1.0	
573	0.574219	1.0	-1.0	1.0	-1.0	
574	0.574219	1.0	-1.0	1.0	-1.0	
575	0.574219	1.0	-1.0	1.0	-1.0	
576	0.574219	1.0	-1.0	1.0	-1.0	
577	0.574219	1.0	-1.0	1.0	-1.0	
578	0.574219	1.0	-1.0	1.0	-1.0	
579	0.574219	1.0	-1.0	1.0	-1.0	
580	0.574219	1.0	-1.0	1.0	-1.0	
581	0.574219	1.0	-1.0	1.0	-1.0	
582	0.574219	1.0	-1.0	1.0	-1.0	
583	0.574219	1.0	-1.0	1.0	-1.0	
584	0.574219	1.0	-1.0	1.0	-1.0	
585	0.574219	1.0	-1.0	1.0	-1.0	
586	0.574219	1.0	-1.0	1.0	-1.0	
587	0.574219	1.0	-1.0	1.0	-1.0	
588	0.574219	1.0	-1.0	1.0	-1.0	
589	0.574219	1.0	-1.0	1.0	-1.0	
590	0.574219	1.0	-1.0	1.0	-1.0	
591	0.574219	1.0	-1.0	1.0	-1.0	
592	0.574219	1.0	-1.0	1.0	-1.0	
593	0.574219	1.0	-1.0	1.0	-1.0	
594	0.574219	1.0	-1.0	1.0	-1.0	
595	0.574219	1.0	-1.0	1.0	-1.0	
596	0.574219	1.0	-1.0	1.0	-1.0	
597	0.574219	1.0	-1.0	1.0	-1.0	
598	0.574219	1.0	-1.0	1.0	-1.0	
599	0.574219	1.0	-1.0	1.0	-1.0	
600	0.574219	1.0	-1.0	1.0	-1.0	
601	0.574219	1.0	-1.0	1.0	-1.0	
602	0.574219	1.0	-1.0	1.0	-1.0	
603	0.574219	1.0	-1.0	1.0	-1.0	
604	0.574219	1.0	-1.0	1.0	-1.0	
605	0.574219	1.0	-1.0	1.0	-1.0	
606	0.574219	1.0	-1.0	1.0	-1.0	
607	0.574219	1.0	-1.0	1.0	-1.0	
608	0.574219	1.0	-1.0	1.0	-1.0	
609	0.574219	1.0	-1.0	1.0	-1.0	
610	0.574219	1.0	-1.0	1.0	-1.0	
611	0.574219	1.0	-1.0	1.0	-1.0	
612	0.574219	1.0	-1.0	1.0	-1.0	
613	0.574219	1.0	-1.0	1.0	-1.0	
614	0.574219	1.0	-1.0	1.0	-1.0	
615	0.574219	1.0	-1.0	1.0	-1.0	
616	0.574219	1.0	-1.0	1.0	-1.0	
617	0.574219	1.0	-1.0	1.0	-1.0	
618	0.574219	1.0	-1.0	1.0	-1.0	
619	0.574219	1.0	-1.0	1.0	-1.0	
620	0.574219	1.0	-1.0	1.0	-1.0	
621	0.574219	1.0	-1.0	1.0	-1.0	
622	0.574219	1.0	-1.0	1.0	-1.0	
623	0.574219	1.0	-1.0	1.0	-1.0	
624	0.574219	1.0	-1.0	1.0	-1.0	
625	0.574219	1.0	-1.0	1.0	-1.0	
626	0.574219	1.0	-1.0	1.0	-1.0	
627	0.574219	1.0	-1.0	1.0	-1.0	
628	0.574219	1.0	-1.0	1.0	-1.0	
629	0.574219	1.0	-1.0	1.0	-1.0	
630	0.574219	1.0	-1.0	1.0	-1.0	
631	0.574219	1.0	-1.0	1.0	-1.0	
632	0.574219	1.0	-1.0	1.0	-1.0	
633	0.574219	1.0	-1.0	1.0	-1.0	
634	0.574219	1.0	-1.0	1.0	-1.0	
635	0.574219	1.0	-1.0	1.0	-1.0	
636	0.574219	1.0	-1.0	1.0	-1.0	
637	0.574219	1.0	-1.0	1.0	-1.0	
638	0.574219	1.0	-1.0	1.0	-1.0	
639	0.574219	1.0	-1.0	1.0	-1.0	
640	0.574219	1.0	-1.0	1.0	-1.0	
641	0.574219	1.0	-1.0	1.0	-1.0	
642	0.574219	1.0	-1.0	1.0	-1.0	
643	0.574219	1.0	-1.0	1.0	-1.0	
644	0.574219	1.0	-1.0	1.0	-1.0	
645	0.574219	1.0	-1.0	1.0	-1.0	
646	0.574219	1.0	-1.0	1.0	-1.0	
647	0.574219	1.0	-1.0	1.0	-1.0	
648	0.574219	1.0	-1.0	1.0	-1.0	
649	0.574219	1.0	-1.0	1.0	-1.0	
650	0.574219	1.0	-1.0	1.0	-1.0	
651	0.574219	1.0	-1.0	1.0	-1.0	
652	0.574219	1.0	-1.0	1.0	-1.0	
653	0.574219	1.0	-1.0	1.0	-1.0	
654	0.574219	1.0	-1.0	1.0	-1.0	
655	0.574219	1.0	-1.0	1.0	-1.0	
656	0.574219	1.0	-1.0	1.0	-1.0	
657	0.574219	1.0	-1.0	1.0	-1.0	
658	0.574219	1.0	-1.0	1.0	-1.0	
659	0.574219	1.0	-1.0	1.0	-1.0	
660	0.574219	1.0	-1.0	1.0	-1.0	
661	0.574219	1.0	-1.0	1.0	-1.0	
662	0.574219	1.0	-1.0	1.0	-1.0	
663	0.574219	1.0	-1.0	1.0	-1.0	
664	0.574219	1.0	-1.0	1.0	-1.0	
665	0.574219	1.0	-1.0	1.0	-1.0	
666	0.574219	1.0	-1.0	1.0	-1.0	
667	0.574219	1.0	-1.0	1.0	-1.0	
668	0.574219	1.0	-1.0	1.0	-1.0	
669	0.574219	1.0	-1.0	1.0	-1.0	
670	0.574219	1.0	-1.0	1.0	-1.0	
671	0.574219	1.0	-1.0	1.0	-1.0	
672	0.574219	1.0	-1.0	1.0	-1.0	
673	0.574219	1.0	-1.0	1.0	-1.0	
674	0.574219	1.0	-1.0	1.0	-1.0	
675	0.574219	1.0	-1.0	1.0	-1.0	
676	0.574219	1.0	-1.0	1.0	-1.0	
677	0.574219	1.0	-1.0	1.0	-1.0	
678	0.574219	1.0	-1.0	1.0	-1.0	
679	0.574219	1.0	-1.0	1.0	-1.0	
680	0.574219	1.0	-1.0	1.0	-1.0	
681	0.574219	1.0	-1.0	1.0	-1.0	
682	0.574219	1.0	-1.0	1.0	-1.0	
683	0.574219	1.0	-1.0	1.0	-1.0	
684	0.574219	1.0	-1.0	1.0	-1.0	
685	0.574219	1.0	-1.0	1.0	-1.0	
686	0.574219	1.0	-1.0	1.0	-1.0	
687	0.574219	1.0	-1.0	1.0	-1.0	
688	0.574219	1.0	-1.0	1.0	-1.0	
689	0.574219	1.0	-1.0	1.0	-1.0	
690	0.574219	1.0	-1.0	1.0	-1.0	
691	0.574219	1.0	-1.0	1.0	-1.0	
692	0.574219	1.0	-1.0	1.0	-1.0	
693	0.574219	1.0	-1.0	1.0	-1.0	
694	0.574219	1.0	-1.0	1.0	-1.0	
695	0.574219	1.0	-1.0	1.0	-1.0	
696	0.574219	1.0	-1.0	1.0	-1.0	
697	0.574219	1.0	-1.0	1.0	-1.0	
698	0.574219	1.0	-1.0	1.0	-1.0	
699	0.574219	1.0	-1.0	1.0	-1.0	
700	0.574219	1.0	-1.0	1.0	-1.0	
701	0.574219	1.0	-1.0	1.0	-1.0	
702	0.574219	1.0	-1.0	1.0	-1.0	
703	0.574219	1.0	-1.0	1.0	-1.0	
704	0.574219	1.0	-1.0	1.0	-1.0	
705	0.574219	1.0	-1.0	1.0	-1.0	
706	0.574219	1.0	-1.0	1.0	-1.0	
707	0.574219	1.0	-1.0	1.0	-1.0	
708	0.574219	1.0	-1.0	1.0	-1.0	
709	0.574219	1.0	-1.0	1.0	-1.0	
710	0.574219	1.0	-1.0	1.0	-1.0	
711	0.574219	1.0	-1.0	1.0	-1.0	
712	0.574219	1.0	-1.0	1.0	-1.0	
713	0.574219	1.0	-1.0	1.0	-1.0	
714	0.574219	1.0	-1.0	1.0	-1.0	
715	0.574219	1.0	-1.0	1.0	-1.0	
716	0.574219	1.0	-1.0	1.0	-1.0	
717	0.574219	1.0	-1.0	1.0	-1.0	
718	0.574219	1.0	-1.0	1.0	-1.0	
719	0.574219	1.0	-1.0	1.0	-1.0	
720	0.574219	1.0	-1.0	1.0	-1.0	
721	0.574219	1.0	-1.0	1.0	-1.0	
722	0.574219	1.0	-1.0	1.0	-1.0	
723	0.574219	1.0	-1.0	1.0	-1.0	
724	0.574219	1.0	-1.0	1.0	-1.0	
725	0.574219	1.0	-1.0	1.0	-1.0	
726	0.574219	1.0	-1.0	1.0	-1.0	
727	0.574219	1.0	-1.0	1.0	-1.0	
728	0.574219	1.0	-1.0	1.0	-1.0	
729	0.574219	1.0	-1.0	1.0	-1.0	
730	0.574219	1.0	-1.0	1.0	-1.0	
731	0.574219	1.0	-1.0	1.0	-1.0	
732	0.574219	1.0	-1.0	1.0	-1.0	
733	0.574219	1.0	-1.0	1.0	-1.0	
734	0.574219	1.0	-1.0	1.0	-1.0	
735	0.574219	1.0	-1.0	1.0	-1.0	
736	0.574219	1.0	-1.0	1.0	-1.0	
737	0.574219	1.0	-1.0	1.0	-1.0	
738	0.574219	1.0	-1.0	1.0	-1.0	
739	0.574219	1.0	-1.0	1.0	-1.0	
740	0.574219	1.0	-1.0	1.0	-1.0	
741	0.574219	1.0	-1.0	1.0	-1.0	
742	0.574219	1.0	-1.0	1.0	-1.0	
743	0.574219	1.0	-1.0	1.0	-1.0	
744	0.574219	1.0	-1.0	1.0	-1.0	
745	0.574219	1.0	-1.0	1.0	-1.0	
746	0.574219	1.0	-1.0	1.0	-1.0	
747	0.574219	1.0	-1.0	1.0	-1.0	
748	0.574219	1.0	-1.0	1.0	-1.0	
749	0.574219	1.0	-1.0	1.0	-1.0	
750	0.574219	1.0	-1.0	1.0	-1.0	
751	0.574219	1.0	-1.0	1.0	-1.0	
752	0.574219	1.0	-1.0	1.0	-1.0	
753	0.574219	1.0	-1.0	1.0	-1.0	
754	0.574219	1.0	-1.0	1.0	-1.0	
755	0.574219	1.0	-1.0	1.0	-1.0	
756	0.574219	1.0	-1.0	1.0	-1.0	
757	0.574219	1.0	-1.0	1.0	-1.0	
758	0.574219	1.0	-1.0	1.0	-1.0	
759	0.574219	1.0	-1.0	1.0	-1.0	
760	0.574219	1.0	-1.0	1.0	-1.0	
761	0.574219	1.0	-1.0	1.0	-1.0	
762	0.574219	1.0	-1.0	1.0	-1.0	
763	0.574219	1.0	-1.0	1.0	-1.0	
764	0.574219	1.0	-1.0	1.0	-1.0	
765	0.574219	1.0	-1.0	1.0	-1.0	
766	0.574219	1.0	-1.0	1.0	-1.0	
767	0.574219	1.0	-1.0	1.0	-1.0	
768	0.574219	1.0	-1.0	1.0	-1.0	
769	0.574219	1.0	-1.0	1.0	-1.0	
770	0.574219	1.0	-1.0	1.0	-1.0	
771	0.574219	1.0	-1.0	1.0	-1.0	
772	0.574219	1.0	-1.0	1.0	-1.0	
773	0.574219	1.0	-1.0	1.0	-1.0	
774	0.574219	1.0	-1.0	1.0	-1.0	
775	0.574219	1.0	-1.0	1.0	-1.0	
776	0.574219	1.0	-1.0	1.0	-1.0	
777	0.574219	1.0	-1.0	1.0	-1.0	
778	0.574219	1.0	-1.0	1.0	-1.0	
779	0.574219	1.0	-1.0	1.0	-1.0	
780	0.574219	1.0	-1.0	1.0	-1.0	
781	0.574219	1.0	-1.0	1.0	-1.0	
782	0.574219	1.0	-1.0	1.0	-1.0	
783	0.574219	1.0	-1.0	1.0	-1.0	
784	0.574219	1.0	-1.0	1.0	-1.0	
785	0.574219	1.0	-1.0	1.0	-1.0	
786	0.574219	1.0	-1.0	1.0	-1.0	
787	0.574219	1.0	-1.0	1.0	-1.0	
788	0.574219	1.0	-1.0	1.0	-1.0	
789	0.574219	1.0	-1.0	1.0	-1.0	
790	0.574219	1.0	-1.0	1.0	-1.0	
791	0.574219	1.0	-1.0	1.0	-1.0	
792	0.574219	1.0	-1.0	1.0	-1.0	
793	0.574219	1.0	-1.0	1.0	-1.0	
794	0.574219	1.0	-1.0	1.0	-1.0	
795	0.574219	1.0	-1.0	1.0	-1.0	
796	0.574219	1.0	-1.0	1.0	-1.0	
797	0.574219	1.0	-1.0	1.0	-1.0	
798	0.574219	1.0	-1.0	1.0	-1.0	
799	0.574219	1.0	-1.0	1.0	-1.0	
800	0.574219	1.0	-1.0	1.0	-1.0	
801	0.574219	1.0	-1.0	1.0	-1.0	
802	0.574219	1.0	-1.0	1.0	-1.0	
803	0.574219	1.0	-1.0	1.0	-1.0	
804	0.574219	1.0	-1.0	1.0	-1.0	
805	0.574219	1.0	-1.0	1.0	-1.0	
806	0.574219	1.0	-1.0	1.0	-1.0	
807	0.574219	1.0	-1.0	1.0	-1.0	
808	0.574219	1.0	-1.0	1.0	-1.0	
809	0.574219	1.0	-1.0	1.0	-1.0	
810	0.574219	1.0	-1.0	1.0	-1.0	
811	0.574219	1.0	-1.0	1.0	-1.0	
812	0.574219	1.0	-1.0	1.0	-1.0	
813	0.574219	1.0	-1.0	1.0	-1.0	
814	0.574219	1.0	-1.0	1.0	-1.0	
815	0.574219	1.0	-1.0	1.0	-1.0	
816	0.574219	1.0	-1.0	1.0	-1.0	
817	0.574219	1.0	-1.0	1.0	-1.0	
818	0.574219	1.0	-1.0	1.0	-1.0	
819	0.574219	1.0	-1.0	1.0	-1.0	
820	0.574219	1.0	-1.0	1.0	-1.0	
821	0.574219	1.0	-1.0	1.0	-1.0	
822	0.574219	1.0	-1.0	1.0	-1.0	
823	0.574219	1.0	-1.0	1.0	-1.0	
824	0.574219	1.0	-1.0	1.0	-1.0	
825	0.574219	1.0	-1.0	1.0	-1.0	
826	0.574219	1.0	-1.0	1.0	-1.0	
827	0.574219	1.0	-1.0	1.0	-1.0	
828	0.574219	1.0	-1.0	1.0	-1.0	
829	0.574219	1.0	-1.0	1.0	-1.0	
830	0.574219	1.0	-1.0	1.0	-1.0	
831	0.574219	1.0	-1.0	1.0	-1.0	
832	0.574219	1.0	-1.0	1.0	-1.0	
833	0.574219	1.0	-1.0	1.0	-1.0	
834	0.574219	1.0	-1.0	1.0	-1.0	
835	0.574219	1.0	-1.0	1.0	-1.0	
836	0.574219	1.0	-1.0	1.0	-1.0	
837	0.574219	1.0	-1.0	1.0	-1.0	
838	0.574219	1.0	-1.0	1.0	-1.0	
839	0.574219	1.0	-1.0	1.0	-1.0	
840	0.574219	1.0	-1.0	1.0	-1.0	
841	0.574219	1.0	-1.0	1.0	-1.0	
842	0.574219	1.0	-1.0	1.0	-1.0	
843	0.574219	1.0	-1.0	1.0	-1.0	
844	0.574219	1.0	-1.0	1.0	-1.0	
845	0.574219	1.0	-1.0	1.0	-1.0	
846	0.574219	1.0	-1.0	1.0	-1.0	
847	0.574219	1.0	-1.0	1.0	-1.0	
848	0.574219	1.0	-1.0	1.0	-1.0	
849	0.574219	1.0	-1.0	1.0	-1.0	
850	0.574219	1.0	-1.0	1.0	-1.0	
851	0.574219	1.0	-1.0	1.0	-1.0	
852	0.574219	1.0	-1.0	1.0	-1.0	
853	0.574219	1.0	-1.0	1.0	-1.0	
854	0.574219	1.0	-1.0	1.0	-1.0	
855	0.574219	1.0	-1.0	1.0	-1.0	
856	0.574219	1.0	-1.0	1.0	-1.0	
857	0.574219	1.0	-1.0	1.0	-1.0	
858	0.574219	1.0	-1.0	1.0	-1.0	
859	0.574219	1.0	-1.0	1.0	-1.0	
860	0.574219	1.0	-1.0	1.0	-1.0	
861	0.574219	1.0	-1.0	1.0	-1.0	
862	0.574219	1.0	-1.0	1.0	-1.0	
863	0.617188	1.0	-1.0	1.0	-1.0	
864	0.574219	1.0	-1.0	1.0	-1.0	
865	0.574219	1.0	-1.0	1.0	-1.0	
866	0.574219	1.0	-1.0	1.0	-1.0	
867	0.574219	1.0	-1.0	1.0	-1.0	
868	0.574219	1.0	-1.0	1.0	-1.0	
869	0.574219	1.0	-1.0	1.0	-1.0	
870	0.574219	1.0	-1.0	1.0	-1.0	
871	0.574219	1.0	-1.0	1.0	-1.0	
872	0.574219	1.0	-1.0	1.0	-1.0	
873	0.574219	1.0	-1.0	1.0	-1.0	
874	0.574219	1.0	-1.0	1.0	-1.0	
875	0.574219	1.0	-1.0	1.0	-1.0	
876	0.574219	1.0	-1.0	1.0	-1.0	
877	0.574219	1.0	-1.0	1.0	-1.0	
878	0.574219	1.0	-1.0	1.0	-1.0	
879	0.574219	1.0	-1.0	1.0	-1.0	
880	0.574219	1.0	-1.0	1.0	-1.0	
881	0.574219	1.0	-1.0	1.0	-1.0	
882	0.574219	1.0	-1.0	1.0	-1.0	
883	0.574219	1.0	-1.0	1.0	-1.0	
884	0.574219	1.0	-1.0	1.0	-1.0	
885	0.574219	1.0	-1.0	1.0	-1.0	
886	0.574219	1.0	-1.0	1.0	-1.0	
887	0.574219	1.0	-1.0	1.0	-1.0	
888	0.574219	1.0	-1.0	1.0	-1.0	
889	0.574219	1.0	-1.0	1.0	-1.0	
890	0.574219	1.0	-1.0	1.0	-1.0	
891	0.574219	1.0	-1.0	1.0	-1.0	
892	0.574219	1.0	-1.0	1.0	-1.0	
893	0.574219	1.0	-1.0	1.0	-1.0	
894	0.574219	1.0	-1.0	1.0	-1.0	
895	0.574219	1.0	-1.0	1.0	-1.0	
896	0.574219	1.0	-1.0	1.0	-1.0	
897	0.574219	1.0	-1.0	1.0	-1.0	
898	0.574219	1.0	-1.0	1.0	-1.0	
899	0.574219	1.0	-1.0	1.0	-1.0	
900	0.574219	1.0	-1.0	1.0	-1.0	
901	0.574219	1.0	-1.0	1.0	-1.0	
902	0.574219	1.0	-1.0	1.0	-1.0	
903	0.574219	1.0	-1.0	1.0	-1.0	
904	0.574219	1.0	-1.0	1.0	-1.0	
905	0.574219	1.0	-1.0	1.0	-1.0	
906	0.574219	1.0	-1.0	1.0	-1.0	
907	0.574219	1.0	-1.0	1.0	-1.0	
908	0.574219	1.0	-1.0	1.0	-1.0	
909	0.574219	1.0	-1.0	1.0	-1.0	
910	0.574219	1.0	-1.0	1.0	-1.0	
911	0.574219	1.0	-1.0	1.0	-1.0	
912	0.574219	1.0	-1.0	1.0	-1.0	
913	0.574219	1.0	-1.0	1.0	-1.0	
914	0.574219	1.0	-1.0	1.0	-1.0	
915	0.574219	1.0	-1.0	1.0	-1.0	
916	0.574219	1.0	-1.0	1.0	-1.0	
917	0.574219	1.0	-1.0	1.0	-1.0	
918	0.574219	1.0	-1.0	1.0	-1.0	
919	0.574219	1.0	-1.0	1.0	-1.0	
920	0.574219	1.0	-1.0	1.0	-1.0	
921	0.574219	1.0	-1.0	1.0	-1.0	
922	0.574219	1.0	-1.0	1.0	-1.0	
923	0.574219	1.0	-1.0	1.0	-1.0	
924	0.574219	1.0	-1.0	1.0	-1.0	
925	0.574219	1.0	-1.0	1.0	-1.0	
926	0.574219	1.0	-1.0	1.0	-1.0	
927	0.574219	1.0	-1.0	1.0	-1.0	
928	0.574219	1.0	-1.0	1.0	-1.0	
929	0.574219	1.0	-1.0	1.0	-1.0	
930	0.574219	1.0	-1.0	1.0	-1.0	
931	0.574219	1.0	-1.0	1.0	-1.0	
932	0.574219	1.0	-1.0	1.0	-1.0	
933	0.574219	1.0	-1.0	1.0	-1.0	
934	0.574219	1.0	-1.0	1.0	-1.0	
935	0.574219	1.0	-1.0	1.0	-1.0	
936	0.574219	1.0	-1.0	1.0	-1.0	
937	0.574219	1.0	-1.0	1.0	-1.0	
938	0.574219	1.0	-1.0	1.0	-1.0	
939	0.574219	1.0	-1.0	1.0	-1.0	
940	0.574219	1.0	-1.0	1.0	-1.0	
941	0.574219	1.0	-1.0	1.0	-1.0	
942	0.574219	1.0	-1.0	1.0	-1.0	
943	0.574219	1.0	-1.0	1.0	-1.0	
944	0.574219	1.0	-1.0	1.0	-1.0	
945	0.574219	1.0	-1.0	1.0	-1.0	
946	0.574219	1.0	-1.0	1.0	-1.0	
947	0.574219	1.0	-1.0	1.0	-1.0	
948	0.574219	1.0	-1.0	1.0	-1.0	
949	0.574219	1.0	-1.0	1.0	-1.0	
950	0.574219	1.0	-1.0	1.0	-1.0	
951	0.574219	1.0	-1.0	1.0	-1.0	
952	0.574219	1.0	-1.0	1.0	-1.0	
953	0.574219	1.0	-1.0	1.0	-1.0	
954	0.574219	1.0	-1.0	1.0	-1.0	
955	0.574219	1.0	-1.0	1.0	-1.0	
956	0.574219	1.0	-1.0	1.0	-1.0	
957	0.574219	1.0	-1.0	1.0	-1.0	
958	0.574219	1.0	-1.0	1.0	-1.0	
959	0.574219	1.0	-1.0	1.0	-1.0	
960	0.574219	1.0	-1.0	1.0	-1.0	
961	0.574219	1.0	-1.0	1.0	-1.0	
962	0.574219	1.0	-1.0	1.0	-1.0	
963	0.574219	1.0	-1.0	1.0	-1.0	
964	0.574219	1.0	-1.0	1.0	-1.0	
965	0.574219	1.0	-1.0	1.0	-1.0	
966	0.574219	1.0	-1.0	1.0	-1.0	
967	0.574219	1.0	-1.0	1.0	-1.0	
968	0.574219	1.0	-1.0	1.0	-1.0	
969	0.574219	1.0	-1.0	1.0	-1.0	
970	0.574219	1.0	-1.0	1.0	-1.0	
971	0.574219	1.0	-1.0	1.0	-1.0	
972	0.574219	1.0	-1.0	1.0	-1.0	
973	0.574219	1.0	-1.0	1.0	-1.0	
974	0.574219	1.0	-1.0	1.0	-1.0	
975	0.574219	1.0	-1.0	1.0	-1.0	
976	0.574219	1.0	-1.0	1.0	-1.0	
977	0.574219	1.0	-1.0	1.0	-1.0	
978	0.574219	1.0	-1.0	1.0	-1.0	
979	0.574219	1.0	-1.0	1.0	-1.0	
980	0.574219	1.0	-1.0	1.0	-1.0	
981	0.574219	1.0	-1.0	1.0	-1.0	
982	0.574219	1.0	-1.0	1.0	-1.0	
983	0.574219	1.0	-1.0	1.0	-1.0	
984	0.574219	1.0	-1.0	1.0	-1.0	
985	0.574219	1.0	-1.0	1.0	-1.0	
986	0.574219	1.0	-1.0	1.0	-1.0	
987	0.574219	1.0	-1.0	1.0	-1.0	
988	0.574219	1.0	-1.0	1.0	-1.0	
989	0.574219	1.0	-1.0	1.0	-1.0	
990	0.574219	1.0	-1.0	1.0	-1.0	
991	0.574219	1.0	-1.0	1.0	-1.0	
992	0.574219	1.0	-1.0	1.0	-1.0	
993	0.574219	1.0	-1.0	1.0	-1.0	
994	0.574219	1.0	-1.0	1.0	-1.0	
995	0.574219	1.0	-1.0	1.0	-1.0	
996	0.574219	1.0	-1.0	1.0	-1.0	
997	0.574219	1.0	-1.0	1.0	-1.0	
998	0.574219	1.0	-1.0	1.0	-1.0	
999	0.574219	1.0	-1.0	1.0	-1.0	
1000	0.574219	1.0	-1.0	1.0	-1.0	
1001	0.574219	1.0	-1.0	1.0	-1.0	
1002	0.574219	1.0	-1.0	1.0	-1.0	
1003	0.574219	1.0	-1.0	1.0	-1.0	
1004	0.574219	1.0	-1.0	1.0	-1.0	
1005	0.574219	1.0	-1.0	1.0	-1.0	
1006	0.574219	1.0	-1.0	1.0	-1.0	
1007	0.574219	1.0	-1.0	1.0	-1.0	
1008	0.574219	1.0	-1.0	1.0	-1.0	
1009	0.574219	1.0	-1.0	1.0	-1.0	
1010	0.574219	1.0	-1.0	1.0	-1.0	
1011	0.574219	1.0	-1.0	1.0	-1.0	
1012	0.574219	1.0	-1.0	1.0	-1.0	
1013	0.574219	1.0	-1.0	1.0	-1.0	
1014	0.574219	1.0	-1.0	1.0	-1.0	
1015	0.574219	1.0	-1.0	1.0	-1.0	
1016	0.574219	1.0	-1.0	1.0	-1.0	
1017	0.574219	1.0	-1.0	1.0	-1.0	
1018	0.574219	1.0	-1.0	1.0	-1.0	
1019	0.574219	1.0	-1.0	1.0	-1.0	
1020	0.574219	1.0	-1.0	1.0	-1.0	
1021	0.574219	1.0	-1.0	1.0	-1.0	
1022	0.574219	1.0	-1.0	1.0	-1.0	
1023	0.574219	1.0	-1.0	1.0	-1.0	
1024	0.574219	1.0	-1.0	1.0	-1.0	
1025	0.574219	1.0	-1.0	1.0	-1.0	
1026	0.574219	1.0	-1.0	1.0	-1.0	
1027	0.574219	1.0	-1.0	1.0	-1.0	
1028	0.574219	1.0	-1.0	1.0	-1.0	
1029	0.574219	1.0	-1.0	1.0	-1.0	
1030	0.574219	1.0	-1.0	1.0	-1.0	
1031	0.574219	1.0	-1.0	1.0	-1.0	
1032	0.574219	1.0	-1.0	1.0	-1.0	
1033	0.574219	1.0	-1.0	1.0	-1.0	
1034	0.574219	1.0	-1.0	1.0	-1.0	
1035	0.574219	1.0	-1.0	1.0	-1.0	
1036	0.574219	1.0	-1.0	1.0	-1.0	
1037	0.574219	1.0	-1.0	1.0	-1.0	
1038	0.574219	1.0	-1.0	1.0	-1.0	
1039	0.574219	1.0	-1.0	1.0	-1.0	
1040	0.574219	1.0	-1.0	1.0	-1.0	
1041	0.574219	1.0	-1.0	1.0	-1.0	
1042	0.574219	1.0	-1.0	1.0	-1.0	
1043	0.574219	1.0	-1.0	1.0	-1.0	
1044	0.574219	1.0	-1.0	1.0	-1.0	
1045	0.574219	1.0	-1.0	1.0	-1.0	
1046	0.574219	1.0	-1.0	1.0	-1.0	
1047	0.574219	1.0	-1.0	1.0	-1.0	
1048	0.574219	1.0	-1.0	1.0	-1.0	
1049	0.574219	1.0	-1.0	1.0	-1.0	
1050	0.574219	1.0	-1.0	1.0	-1.0	
1051	0.574219	1.0	-1.0	1.0	-1.0	
1052	0.574219	1.0	-1.0	1.0	-1.0	
1053	0.574219	1.0	-1.0	1.0	-1.0	
1054	0.574219	1.0	-1.0	1.0	-1.0	
1055	0.574219	1.0	-1.0	1.0	-1.0	
1056	0.574219	1.0	-1.0	1.0	-1.0	
1057	0.574219	1.0	-1.0	1.0	-1.0	
1058	0.574219	1.0	-1.0	1.0	-1.0	
1059	0.574219	1.0	-1.0	1.0	-1.0	
1060	0.574219	1.0	-1.0	1.0	-1.0	
1061	0.574219	1.0	-1.0	1.0	-1.0	
1062	0.574219	1.0	-1.0	1.0	-1.0	
1063	0.574219	1.0	-1.0	1.0	-1.0	
1064	0.574219	1.0	-1.0	1.0	-1.0	
1065	0.574219	1.0	-1.0	1.0	-1.0	
1066	0.574219	1.0	-1.0	1.0	-1.0	
1067	0.574219	1.0	-1.0	1.0	-1.0	
1068	0.574219	1.0	-1.0	1.0	-1.0	
1069	0.574219	1.0	-1.0	1.0	-1.0	
